,complex_id,complex_nm_old,complex_nm,trains_old,trains,station_ct,bcode,stop_lat,stop_lon,tot2007,tot2008,tot2009,tot2010,tot2011,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,tot2018,avwkdy07,avwkdy08,avwkdy09,avwkdy10,avwkdy11,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwkdy18,avwken07,avwken08,avwken09,avwken10,avwken11,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17,avwken18,srv_notes,unique_id
28,bx029,Castle Hill Av,Castle Hill Av,6,6,1.0,36005.0,40.834255,-73.851222,2021224.0,2155897.0,2036025.0,2345255.0,2341370.0,2327404.0,1756879.0,1491030.0,2174412.0,2100194.0,2071819.0,2000084.0,6660.0,6969.0,6708.0,7617.0,7540.0,7567.0,5632.0,4938.0,7174.0,6895.0,6756.0,6483.0,5989.0,6870.0,5944.0,7463.0,7832.0,7956.0,5918.0,4238.0,6317.0,6217.0,6487.0,6411.0,x,Castle Hill Av_1756879.0
29,bx030,Cypress Av,Cypress Av,6,6,1.0,36005.0,40.805368,-73.914042,1037151.0,1136278.0,1082788.0,1158742.0,1142381.0,1097947.0,1186696.0,1226878.0,1228311.0,1265930.0,1230910.0,1113667.0,3358.0,3670.0,3574.0,3739.0,3701.0,3636.0,3842.0,3984.0,3974.0,4099.0,3972.0,3651.0,3335.0,3625.0,3123.0,3787.0,3713.0,3445.0,3803.0,3870.0,3941.0,4015.0,4047.0,3364.0,,Cypress Av_1186696.0
30,bx031,East 143 St-St Mary's St,East 143 St-St Mary's St,6,6,1.0,36005.0,40.808719,-73.907657,271886.0,264788.0,239458.0,256277.0,280840.0,285464.0,273895.0,279012.0,298462.0,313386.0,285667.0,301240.0,931.0,899.0,831.0,871.0,941.0,973.0,911.0,927.0,989.0,1043.0,953.0,1019.0,643.0,648.0,504.0,630.0,768.0,771.0,768.0,788.0,854.0,872.0,802.0,767.0,,East 143 St-St Mary's St_273895.0
31,bx032,East 149 St,East 149 St,6,6,1.0,36005.0,40.812118,-73.904098,1337401.0,1393227.0,1335234.0,1351873.0,1383455.0,1403118.0,1457795.0,1460311.0,1479241.0,1518946.0,1531045.0,1508022.0,4259.0,4386.0,4323.0,4226.0,4336.0,4486.0,4580.0,4619.0,4647.0,4861.0,4899.0,4842.0,4629.0,4976.0,4245.0,5045.0,5173.0,5132.0,5340.0,5195.0,5402.0,5094.0,5236.0,5050.0,,East 149 St_1457795.0
32,bx033,East 180 St,East 180 St,2 5,2 5,1.0,36005.0,40.841894,-73.873488,1824605.0,2041507.0,2049824.0,1852836.0,2164608.0,2098429.0,2152570.0,2445421.0,2368031.0,2518622.0,2589024.0,2249646.0,5948.0,6428.0,6341.0,5931.0,6518.0,6832.0,7003.0,7489.0,7587.0,7697.0,7691.0,7175.0,5686.0,7356.0,8058.0,6332.0,9549.0,7154.0,6753.0,9919.0,8065.0,10226.0,11725.0,7791.0,,East 180 St_2152570.0
33,bx034,Eastchester-Dyre Av,Eastchester-Dyre Av,5,5,1.0,36005.0,40.8883,-73.830834,1146326.0,1251842.0,1186603.0,1258858.0,1309695.0,1366077.0,1441375.0,1380334.0,1330123.0,1293411.0,1261041.0,1259009.0,3930.0,4301.0,4189.0,4333.0,4603.0,4765.0,4948.0,4948.0,4845.0,4769.0,4647.0,4506.0,2681.0,2798.0,2154.0,2860.0,2543.0,3212.0,3334.0,2193.0,1697.0,1377.0,1479.0,2032.0,,Eastchester-Dyre Av_1441375.0
34,bx035,Elder Av,Elder Av,6,6,1.0,36005.0,40.828584,-73.879159,1999596.0,2077064.0,2050983.0,2864031.0,721362.0,1936349.0,2041453.0,2084044.0,2080228.0,2117178.0,2107677.0,2000985.0,6318.0,6480.0,6434.0,9042.0,2240.0,6161.0,6377.0,6496.0,6543.0,6642.0,6605.0,6323.0,7141.0,7684.0,7514.0,10289.0,2675.0,7207.0,7638.0,7860.0,7534.0,7700.0,7840.0,7156.0,x,Elder Av_2041453.0
35,bx036,Fordham Rd,Fordham Rd,4,4,1.0,36005.0,40.862803,-73.901034,3954572.0,3643168.0,3760364.0,3866249.0,3966339.0,3947625.0,3946955.0,3857749.0,3892140.0,3858183.0,3656367.0,3321215.0,12570.0,11511.0,11732.0,12080.0,12330.0,12560.0,12558.0,12231.0,11982.0,11957.0,11503.0,10395.0,13849.0,12817.0,14165.0,14523.0,15418.0,14757.0,13711.0,13567.0,15423.0,14781.0,13431.0,12386.0,,Fordham Rd_3946955.0
36,bx037,Fordham Rd,Fordham Rd,B D,B D,1.0,36005.0,40.861296,-73.897749,3711150.0,3753128.0,3656618.0,3681362.0,3680312.0,3655007.0,3876601.0,4028205.0,3905346.0,3890986.0,3843008.0,3596416.0,11516.0,11576.0,11413.0,11454.0,11465.0,11521.0,11878.0,12363.0,12145.0,12208.0,12054.0,11361.0,14341.0,14574.0,13741.0,14039.0,14161.0,14157.0,15697.0,16208.0,14902.0,14201.0,14314.0,12938.0,,Fordham Rd_3876601.0
37,bx038,Freeman St,Freeman St,2 5,2 5,1.0,36005.0,40.829993,-73.891865,1043539.0,1150491.0,1204838.0,1332285.0,1348014.0,1393186.0,1486965.0,1517066.0,1492757.0,1588448.0,1556949.0,1354453.0,3313.0,3635.0,3812.0,4296.0,4382.0,4569.0,4762.0,4867.0,4899.0,5055.0,4984.0,4451.0,3656.0,4038.0,4258.0,4379.0,4302.0,4540.0,4994.0,5044.0,4463.0,5434.0,5291.0,4020.0,,Freeman St_1486965.0
38,bx039,Gun Hill Rd,Gun Hill Rd,2 5,2 5,1.0,36005.0,40.87785,-73.866256,1739590.0,1864323.0,1928697.0,2101823.0,2176939.0,2235325.0,2304780.0,2477798.0,2449555.0,2473814.0,2429804.0,2197147.0,5567.0,6005.0,6145.0,6717.0,7045.0,7212.0,7339.0,7752.0,7790.0,7714.0,7639.0,6930.0,5918.0,6010.0,6642.0,7187.0,7100.0,7899.0,7985.0,9233.0,8528.0,9261.0,8954.0,7950.0,,Gun Hill Rd_2304780.0
39,bx040,Gun Hill Rd,Gun Hill Rd,5,5,1.0,36005.0,40.869526,-73.846384,1753569.0,1817798.0,1675952.0,1713288.0,1683011.0,1757377.0,1792707.0,1716952.0,1639924.0,1619073.0,1555601.0,1521987.0,5828.0,6025.0,5770.0,5776.0,5794.0,5953.0,6002.0,6038.0,5880.0,5886.0,5654.0,5362.0,4951.0,5083.0,3691.0,4433.0,3803.0,4910.0,4825.0,3240.0,2489.0,2079.0,2167.0,2814.0,,Gun Hill Rd_1792707.0
