,complex_id,complex_nm_old,complex_nm,trains_old,trains,station_ct,bcode,stop_lat,stop_lon,tot2007,tot2008,tot2009,tot2010,tot2011,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,tot2018,avwkdy07,avwkdy08,avwkdy09,avwkdy10,avwkdy11,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwkdy18,avwken07,avwken08,avwken09,avwken10,avwken11,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17,avwken18,srv_notes,unique_id
63,bx064,West Farms Sq-East Tremont Av,West Farms Sq-East Tremont Av,2 5,2 5,1.0,36005.0,40.840295,-73.880049,2266956.0,2366256.0,2314557.0,2520377.0,2391352.0,2428999.0,2514240.0,2567773.0,2437882.0,2465907.0,2388659.0,2094751.0,7050.0,7348.0,7270.0,8052.0,7749.0,7842.0,7979.0,8170.0,8010.0,7848.0,7657.0,6866.0,8595.0,8884.0,8401.0,8673.0,7785.0,8494.0,8803.0,8875.0,7230.0,8447.0,8074.0,6283.0,,West Farms Sq-East Tremont Av_2514240.0
64,bx065,Westchester Sq-East Tremont Av,Westchester Sq-East Tremont Av,6,6,1.0,36005.0,40.839892,-73.842952,1791258.0,1883509.0,1828155.0,1885522.0,1993343.0,1964525.0,2043649.0,2177402.0,2056555.0,1952473.0,1917007.0,1817925.0,6095.0,6322.0,6178.0,6359.0,6663.0,6663.0,6820.0,7351.0,6912.0,6635.0,6479.0,6097.0,4425.0,4939.0,4686.0,4949.0,5557.0,5512.0,5674.0,5619.0,5464.0,4784.0,4999.0,4903.0,,Westchester Sq-East Tremont Av_2043649.0
65,bx066,Whitlock Av,Whitlock Av,6,6,1.0,36005.0,40.826525,-73.886283,459855.0,475282.0,480146.0,163461.0,726747.0,524988.0,534489.0,543798.0,545079.0,571352.0,595385.0,592103.0,1507.0,1524.0,1528.0,524.0,2342.0,1691.0,1685.0,1707.0,1737.0,1830.0,1905.0,1894.0,1390.0,1568.0,1659.0,536.0,2422.0,1857.0,1933.0,2002.0,1864.0,1913.0,2035.0,2013.0,x,Whitlock Av_534489.0
66,bx067,Woodlawn,Woodlawn,4,4,1.0,36005.0,40.886037,-73.878751,1963703.0,2051564.0,2194906.0,2379276.0,2494092.0,2417765.0,2423278.0,2375663.0,2418890.0,2380900.0,2242100.0,2160859.0,6318.0,6723.0,6980.0,7513.0,7852.0,7797.0,7776.0,7683.0,7637.0,7623.0,7260.0,6937.0,6579.0,6066.0,7632.0,8589.0,9240.0,8577.0,8125.0,7686.0,8724.0,8010.0,7271.0,7251.0,,Woodlawn_2423278.0
67,bx068,Zerega Av,Zerega Av,6,6,1.0,36005.0,40.836488,-73.847036,688598.0,736708.0,713198.0,759280.0,825755.0,849815.0,985388.0,599478.0,492883.0,784314.0,799739.0,792928.0,2335.0,2455.0,2404.0,2539.0,2741.0,2849.0,3253.0,2012.0,1647.0,2629.0,2664.0,2629.0,1738.0,2007.0,1842.0,2081.0,2380.0,2523.0,2885.0,1576.0,1327.0,2080.0,2253.0,2274.0,x,Zerega Av_985388.0
68,bk001,15 St-Prospect Park,15 St-Prospect Park,F G,F G,1.0,36047.0,40.660365,-73.979493,1848820.0,1849326.0,1844403.0,1922348.0,1449241.0,1852346.0,2005424.0,2017347.0,2011237.0,1958444.0,1917454.0,1867619.0,6006.0,6002.0,5977.0,6220.0,4725.0,6018.0,6448.0,6495.0,6385.0,6342.0,6272.0,6136.0,5872.0,5763.0,5885.0,6219.0,4529.0,6358.0,6658.0,6651.0,7103.0,6272.0,5968.0,5622.0,x,15 St-Prospect Park_2005424.0
69,bk002,18 Av,18 Av,D,D ,1.0,36047.0,40.607954,-74.001736,1653638.0,1792316.0,1740190.0,1752952.0,1654305.0,1661770.0,1954729.0,1996205.0,1925239.0,2003777.0,1948610.0,1909554.0,5267.0,5667.0,5611.0,5699.0,5516.0,5544.0,6162.0,6326.0,6242.0,6413.0,6196.0,6136.0,5731.0,6290.0,5656.0,5480.0,4498.0,4960.0,7057.0,7032.0,6073.0,6681.0,6807.0,6328.0,x,18 Av_1954729.0
70,bk003,18 Av,18 Av,F,F ,1.0,36047.0,40.629755,-73.976971,1288783.0,1311236.0,1258172.0,1287551.0,1306839.0,1294568.0,1313344.0,1277024.0,1392552.0,1344286.0,1281041.0,1163390.0,4127.0,4209.0,4008.0,4145.0,4205.0,4220.0,4204.0,4050.0,4458.0,4440.0,4318.0,3947.0,4326.0,4267.0,4297.0,4193.0,4347.0,4328.0,4398.0,4465.0,4663.0,3787.0,3271.0,2807.0,,18 Av_1313344.0
71,bk004,18 Av,18 Av,N,N ,1.0,36047.0,40.620671,-73.990414,1451716.0,1614019.0,1717106.0,1676056.0,1828462.0,1819255.0,1641928.0,1775695.0,1784992.0,723187.0,992834.0,981261.0,4686.0,5077.0,5227.0,5049.0,5469.0,5507.0,5092.0,5491.0,5502.0,2266.0,3107.0,3097.0,4681.0,5738.0,7044.0,7151.0,8144.0,8083.0,6296.0,6865.0,6996.0,2602.0,3695.0,3516.0,x,18 Av_1641928.0
72,bk005,20 Av,20 Av,D,D ,1.0,36047.0,40.604556,-73.998168,1408668.0,1489652.0,1419604.0,1409313.0,1370001.0,1377648.0,1547029.0,1564060.0,1592525.0,1656437.0,1579804.0,1534396.0,4461.0,4680.0,4531.0,4517.0,4478.0,4556.0,4859.0,4930.0,5115.0,5268.0,5009.0,4905.0,4999.0,5354.0,4832.0,4689.0,4197.0,4287.0,5658.0,5621.0,5252.0,5656.0,5584.0,5191.0,,20 Av_1547029.0
73,bk006,20 Av,20 Av,N,N ,1.0,36047.0,40.61741,-73.985026,1074076.0,1183329.0,1253690.0,1194973.0,1220065.0,1245145.0,1286961.0,1305487.0,1279525.0,409416.0,664120.0,1075077.0,3634.0,3923.0,4108.0,3903.0,4011.0,4091.0,4190.0,4277.0,4223.0,1348.0,2139.0,3514.0,2714.0,3293.0,3794.0,3702.0,3682.0,4060.0,4026.0,3946.0,3701.0,1176.0,2194.0,3286.0,x,20 Av_1286961.0
74,bk007,25 Av,25 Av,D,D ,1.0,36047.0,40.597704,-73.986829,1354147.0,1404084.0,1329003.0,1328491.0,1266146.0,1206526.0,1421090.0,1488192.0,1508412.0,1992945.0,1789365.0,1571134.0,4272.0,4445.0,4304.0,4318.0,4220.0,4046.0,4607.0,4761.0,4886.0,6507.0,5790.0,5083.0,4906.0,4919.0,4252.0,4186.0,3586.0,3530.0,4536.0,5053.0,4827.0,6064.0,5798.0,5078.0,,25 Av_1421090.0
75,bk008,25 St,25 St,R,R ,1.0,36047.0,40.660397,-73.998091,1199657.0,1223561.0,1179455.0,1208827.0,1243737.0,1198226.0,1218842.0,1274939.0,1221949.0,1188884.0,1373521.0,1149469.0,3786.0,3859.0,3736.0,3812.0,3915.0,3820.0,3821.0,3959.0,3847.0,3788.0,4547.0,3755.0,4331.0,4350.0,4182.0,4384.0,4597.0,4430.0,4500.0,4895.0,4434.0,4071.0,4012.0,3555.0,,25 St_1218842.0
76,bk009,36 St,36 St,D N R,D N R,1.0,36047.0,40.655144,-74.003549,3344295.0,3567379.0,3444333.0,3567832.0,3659139.0,3772420.0,3826400.0,3970318.0,4138929.0,4235509.0,4543305.0,4293364.0,10578.0,11151.0,10852.0,11135.0,11411.0,11946.0,12059.0,12497.0,12810.0,13180.0,13894.0,13493.0,12022.0,13234.0,12538.0,13595.0,14140.0,14459.0,13945.0,14553.0,16290.0,16191.0,18871.0,15943.0,,36 St_3826400.0
77,bk010,4 Av /9 St,4 Av /9 St,F G R,F G R,2.0,36047.0,40.670272,-73.989779,3220717.0,3433636.0,3494753.0,3672622.0,4020665.0,4300400.0,4210873.0,4120946.0,4199208.0,4138758.0,4323467.0,3906028.0,10205.0,10789.0,10895.0,11412.0,12479.0,13471.0,13156.0,12835.0,13126.0,13116.0,13962.0,12560.0,11491.0,12467.0,13293.0,14257.0,15860.0,17155.0,15869.0,15711.0,15860.0,14654.0,14351.0,13111.0,,4 Av /9 St_4210873.0
78,bk011,45 St,45 St,R,R ,1.0,36047.0,40.648939,-74.010006,2285612.0,2358187.0,2317470.0,2284356.0,2328141.0,2255877.0,2251217.0,2323521.0,2321241.0,2228315.0,2390684.0,2251921.0,7052.0,7303.0,7171.0,7059.0,7218.0,7070.0,6978.0,7208.0,7265.0,7055.0,7877.0,7205.0,8996.0,8989.0,8983.0,8903.0,9108.0,8898.0,8689.0,8938.0,8620.0,7805.0,7054.0,7643.0,,45 St_2251217.0
79,bk012,50 St,50 St,D,D ,1.0,36047.0,40.63626,-73.994791,1002804.0,1008658.0,944314.0,942902.0,897609.0,941157.0,1021409.0,1009971.0,968612.0,1012356.0,986060.0,965643.0,3269.0,3279.0,3130.0,3129.0,3008.0,3172.0,3308.0,3289.0,3220.0,3336.0,3236.0,3195.0,3081.0,3072.0,2630.0,2623.0,2373.0,2648.0,3233.0,3102.0,2672.0,2902.0,2934.0,2733.0,,50 St_1021409.0
80,bk013,53 St,53 St,R,R ,1.0,36047.0,40.645069,-74.014034,2416483.0,2453450.0,2382707.0,2370851.0,2401105.0,2357449.0,2387370.0,2405353.0,2374338.0,2334471.0,1187907.0,2378056.0,7516.0,7648.0,7460.0,7423.0,7533.0,7476.0,7479.0,7512.0,7458.0,7386.0,3788.0,7565.0,9226.0,9115.0,8827.0,8804.0,8957.0,8897.0,8842.0,9007.0,8678.0,8148.0,4009.0,8258.0,,53 St_2387370.0
81,bk014,55 St,55 St,D,D ,1.0,36047.0,40.631435,-73.995476,622180.0,627136.0,577138.0,580913.0,586282.0,546080.0,601931.0,603320.0,595157.0,665488.0,632198.0,650590.0,2018.0,2046.0,1925.0,1944.0,1983.0,1859.0,1964.0,1981.0,2002.0,2223.0,2106.0,2185.0,1952.0,1870.0,1547.0,1525.0,1460.0,1445.0,1824.0,1767.0,1525.0,1758.0,1729.0,1681.0,,55 St_601931.0
82,bk015,59 St,59 St,N R,N R,1.0,36047.0,40.641362,-74.017881,3705952.0,3833772.0,3736347.0,3867990.0,3819141.0,3848745.0,3968334.0,4094658.0,4158863.0,4169280.0,5326789.0,3998207.0,11586.0,12020.0,11756.0,11979.0,11999.0,12317.0,12506.0,12871.0,13048.0,13144.0,16759.0,12301.0,13875.0,13937.0,13584.0,15083.0,14213.0,14029.0,14372.0,14966.0,15344.0,14917.0,19650.0,15980.0,,59 St_3968334.0
83,bk016,7 Av,7 Av,B Q,B Q,1.0,36047.0,40.67705,-73.972367,2919809.0,3071778.0,3014532.0,3064214.0,2953368.0,2824839.0,2905400.0,2932926.0,2980366.0,2943272.0,3236816.0,3126475.0,9093.0,9590.0,9568.0,9614.0,9615.0,9408.0,9389.0,9495.0,9641.0,9731.0,10270.0,10210.0,11176.0,11461.0,10636.0,11485.0,9430.0,8739.0,9483.0,9492.0,9731.0,8581.0,11619.0,9720.0,,7 Av_2905400.0
84,bk017,7 Av,7 Av,F G,F G,1.0,36047.0,40.666271,-73.980305,3507448.0,3451277.0,3316537.0,3397045.0,3934545.0,3699471.0,3904986.0,3886594.0,3780126.0,3700321.0,3623053.0,3572223.0,10999.0,10903.0,10643.0,11018.0,12792.0,12118.0,12268.0,12242.0,12049.0,11897.0,11801.0,11636.0,13074.0,12268.0,11139.0,10928.0,12705.0,12271.0,14456.0,14246.0,13202.0,12325.0,11570.0,11300.0,,7 Av_3904986.0
85,bk018,71 St,71 St,D,D ,1.0,36047.0,40.619589,-73.998864,1384920.0,1434010.0,1308071.0,1332009.0,1115321.0,1191257.0,1446020.0,1481633.0,1487929.0,2029479.0,1854361.0,1746966.0,4378.0,4538.0,4270.0,4365.0,3740.0,4007.0,4538.0,4682.0,4802.0,6501.0,5905.0,5607.0,4961.0,5023.0,4003.0,3986.0,2895.0,3398.0,5314.0,5271.0,4808.0,6732.0,6434.0,5811.0,x,71 St_1446020.0
86,bk019,77 St,77 St,R,R ,1.0,36047.0,40.629742,-74.02551,1503433.0,1584765.0,1539875.0,1545617.0,1579635.0,1600644.0,1645262.0,1711410.0,1723178.0,1743795.0,1980011.0,1676402.0,4960.0,5236.0,5080.0,5146.0,5228.0,5306.0,5353.0,5548.0,5608.0,5720.0,6746.0,5612.0,4442.0,4539.0,4528.0,4336.0,4630.0,5040.0,5208.0,5509.0,5448.0,5247.0,4881.0,4553.0,,77 St_1645262.0
87,bk020,79 St,79 St,D,D ,1.0,36047.0,40.613501,-74.00061,1730863.0,1781752.0,1694385.0,1728820.0,1633616.0,1651785.0,1949861.0,2041896.0,2043471.0,2137349.0,2032937.0,1901043.0,5659.0,5775.0,5577.0,5733.0,5554.0,5612.0,6293.0,6617.0,6755.0,6973.0,6565.0,6177.0,5322.0,5600.0,4986.0,4891.0,4075.0,4500.0,6358.0,6504.0,5856.0,6494.0,6630.0,5956.0,,79 St_1949861.0
88,bk021,8 Av,8 Av,N,N ,1.0,36047.0,40.635064,-74.011719,2943759.0,3196930.0,3384130.0,3475890.0,3484429.0,3559576.0,3677764.0,3851372.0,3796909.0,4586559.0,4088721.0,3700661.0,8956.0,9594.0,9987.0,10215.0,10480.0,10613.0,10873.0,11341.0,11430.0,14201.0,12514.0,11474.0,11986.0,13462.0,15232.0,15854.0,14903.0,16292.0,16484.0,17434.0,15960.0,17252.0,16278.0,14040.0,,8 Av_3677764.0
89,bk022,86 St,86 St,N,N ,1.0,36047.0,40.592721,-73.97823,619906.0,684815.0,736775.0,770621.0,796379.0,811332.0,801109.0,837472.0,859293.0,419039.0,494456.0,609555.0,2016.0,2194.0,2307.0,2389.0,2491.0,2552.0,2515.0,2622.0,2718.0,1298.0,1534.0,1928.0,1943.0,2250.0,2719.0,2973.0,3017.0,3159.0,2934.0,3090.0,3023.0,1578.0,1900.0,2165.0,x,86 St_801109.0
90,bk023,86 St,86 St,R,R ,1.0,36047.0,40.622687,-74.028398,3226321.0,3343893.0,3274415.0,3306164.0,3445470.0,3515085.0,3662602.0,3753132.0,3747601.0,3752400.0,3516712.0,3470741.0,10263.0,10659.0,10457.0,10710.0,11076.0,11313.0,11648.0,11920.0,11963.0,12078.0,11742.0,11338.0,11318.0,11393.0,11244.0,10613.0,11655.0,12582.0,12819.0,13178.0,12889.0,12263.0,9662.0,10657.0,,86 St_3662602.0
91,bk024,9 Av,9 Av,D,D ,1.0,36047.0,40.646292,-73.994324,1861608.0,1968068.0,1873361.0,1863019.0,1681423.0,1668767.0,1896942.0,1938987.0,1843944.0,1858368.0,1737192.0,1667200.0,5815.0,6152.0,5945.0,5955.0,5533.0,5440.0,5857.0,6004.0,5856.0,5867.0,5471.0,5344.0,6936.0,7188.0,6499.0,6250.0,4906.0,5531.0,7383.0,7466.0,6372.0,6541.0,6297.0,5560.0,,9 Av_1896942.0
92,bk025,Alabama Av,Alabama Av,J,J ,1.0,36047.0,40.676992,-73.898654,605337.0,675258.0,683329.0,712714.0,759581.0,772447.0,770075.0,784998.0,814578.0,834945.0,755935.0,652030.0,1906.0,2119.0,2153.0,2271.0,2387.0,2464.0,2443.0,2448.0,2520.0,2585.0,2424.0,2147.0,2189.0,2431.0,2453.0,2468.0,2818.0,2844.0,2687.0,2948.0,3163.0,3206.0,2540.0,1930.0,,Alabama Av_770075.0
93,bk026,Atlantic Av-Barclays Ctr,Atlantic Av-Barclays Ctr,2 3 4 5 B D N Q R,B D N Q R 2 3 4 5,3.0,36047.0,40.684359,-73.977666,9643487.0,10121151.0,10039490.0,10478354.0,10726332.0,11526090.0,13122876.0,13617153.0,13690678.0,13818168.0,13571093.0,13807282.0,30224.0,31657.0,31408.0,32497.0,33160.0,35670.0,,,,,,,35991.0,37407.0,37627.0,40722.0,42885.0,47970.0,54754.0,55601.0,54221.0,53638.0,53133.0,51838.0,,Atlantic Av-Barclays Ctr_13122876.0
94,bk027,Atlantic Av,Atlantic Av,L,L ,1.0,36047.0,40.675345,-73.903097,339874.0,386672.0,395884.0,424208.0,427914.0,444960.0,482835.0,535041.0,422505.0,436300.0,557103.0,559411.0,1144.0,1284.0,1319.0,1385.0,1440.0,1487.0,1580.0,1725.0,1384.0,1455.0,1821.0,1842.0,884.0,1067.0,1082.0,1299.0,1124.0,1326.0,1474.0,1752.0,1267.0,1179.0,1728.0,1647.0,x,Atlantic Av_482835.0
95,bk028,Avenue H,Avenue H,Q,Q ,1.0,36047.0,40.62927,-73.961639,850208.0,887650.0,819739.0,662564.0,521818.0,823237.0,875106.0,896279.0,899662.0,952855.0,1006747.0,1034018.0,2695.0,2820.0,2697.0,2174.0,1724.0,2714.0,2861.0,2961.0,2994.0,3183.0,3329.0,3418.0,3007.0,3045.0,2401.0,2016.0,1522.0,2632.0,2669.0,2584.0,2506.0,2590.0,2948.0,3000.0,x,Avenue H_875106.0
96,bk029,Avenue I,Avenue I,F,F ,1.0,36047.0,40.625322,-73.976127,736191.0,741356.0,725876.0,708788.0,696851.0,684241.0,699582.0,696140.0,672710.0,585217.0,326469.0,326005.0,2414.0,2422.0,2370.0,2328.0,2290.0,2284.0,2283.0,2250.0,2235.0,1962.0,1111.0,1096.0,2207.0,2218.0,2218.0,2108.0,2100.0,2046.0,2146.0,2236.0,1874.0,1529.0,783.0,835.0,x,Avenue I_699582.0
97,bk030,Avenue J,Avenue J,Q,Q ,1.0,36047.0,40.625039,-73.960803,1973706.0,2031548.0,1886881.0,2059453.0,2085557.0,1807574.0,1867576.0,1850087.0,1848674.0,1867727.0,1912497.0,1878547.0,6335.0,6506.0,6237.0,6742.0,6860.0,5974.0,6036.0,6060.0,6009.0,6136.0,6154.0,6058.0,6568.0,6704.0,5372.0,6220.0,6234.0,5679.0,5994.0,5528.0,5782.0,5524.0,6327.0,6098.0,,Avenue J_1867576.0
98,bk031,Avenue M,Avenue M,Q,Q ,1.0,36047.0,40.617618,-73.959399,1751074.0,1851760.0,1661369.0,1351418.0,1345774.0,1608901.0,1730576.0,1731955.0,1733583.0,1776762.0,1828941.0,1808189.0,5858.0,6188.0,5713.0,4628.0,4632.0,5544.0,5836.0,5903.0,5869.0,6052.0,6094.0,6001.0,4725.0,4911.0,3706.0,3163.0,3032.0,4030.0,4429.0,4111.0,4345.0,4246.0,5091.0,5064.0,x,Avenue M_1730576.0
99,bk032,Avenue N,Avenue N,F,F ,1.0,36047.0,40.61514,-73.974197,1051230.0,1067437.0,999622.0,1016781.0,1049752.0,1012534.0,1044429.0,1050916.0,1027713.0,941921.0,643200.0,612201.0,3433.0,3493.0,3282.0,3377.0,3458.0,3390.0,3411.0,3419.0,3410.0,3187.0,2217.0,2087.0,3233.0,3180.0,2962.0,2841.0,3124.0,2983.0,3202.0,3282.0,2888.0,2320.0,1417.0,1447.0,x,Avenue N_1044429.0
100,bk033,Avenue P,Avenue P,F,F ,1.0,36047.0,40.608944,-73.973022,892585.0,900117.0,830813.0,829508.0,836317.0,825620.0,861095.0,864424.0,858733.0,809816.0,534727.0,509036.0,2828.0,2859.0,2648.0,2667.0,2696.0,2705.0,2757.0,2767.0,2804.0,2688.0,1821.0,1710.0,3150.0,3080.0,2835.0,2729.0,2768.0,2703.0,2899.0,2909.0,2628.0,2244.0,1290.0,1318.0,x,Avenue P_861095.0
101,bk034,Avenue U,Avenue U,F,F ,1.0,36047.0,40.596063,-73.973357,676788.0,678084.0,673170.0,723222.0,696998.0,707595.0,717486.0,699414.0,716715.0,772331.0,373322.0,310821.0,2147.0,2153.0,2142.0,2331.0,2229.0,2302.0,2296.0,2215.0,2439.0,2578.0,1276.0,1042.0,2392.0,2334.0,2336.0,2377.0,2407.0,2408.0,2429.0,2483.0,1715.0,2080.0,875.0,820.0,x,Avenue U_717486.0
102,bk035,Avenue U,Avenue U,N,N ,1.0,36047.0,40.597473,-73.979137,984530.0,1116116.0,1255861.0,1263986.0,1244178.0,1297870.0,1211062.0,1251276.0,1253349.0,456533.0,734714.0,830278.0,3197.0,3537.0,3871.0,3872.0,3804.0,3980.0,3738.0,3857.0,3894.0,1399.0,2285.0,2627.0,3100.0,3858.0,4940.0,5125.0,5132.0,5533.0,4745.0,4915.0,4767.0,1795.0,2803.0,2954.0,x,Avenue U_1211062.0
103,bk036,Avenue U,Avenue U,Q,Q ,1.0,36047.0,40.5993,-73.955929,2271140.0,2312053.0,1829675.0,1325173.0,2136714.0,2071874.0,2176073.0,2175035.0,2231577.0,2332985.0,2360833.0,2329614.0,7010.0,7173.0,5875.0,4101.0,6816.0,6694.0,6821.0,6922.0,6975.0,7384.0,7391.0,7323.0,8915.0,8740.0,6061.0,5024.0,7398.0,7233.0,8015.0,7500.0,8322.0,8188.0,8804.0,8492.0,x,Avenue U_2176073.0
104,bk037,Avenue X,Avenue X,F,F ,1.0,36047.0,40.58962,-73.97425,886355.0,877399.0,833930.0,843207.0,854737.0,860597.0,908520.0,892170.0,589962.0,727220.0,738274.0,775436.0,2896.0,2857.0,2736.0,2789.0,2810.0,2877.0,2972.0,2859.0,1928.0,2424.0,2508.0,2662.0,2736.0,2698.0,2507.0,2442.0,2598.0,2589.0,2783.0,2999.0,1817.0,1988.0,1822.0,1759.0,x,Avenue X_908520.0
105,bk038,Bay 50 St,Bay 50 St,D,D ,1.0,36047.0,40.588841,-73.983765,873104.0,871867.0,941332.0,969133.0,920243.0,777836.0,847843.0,884302.0,872953.0,972937.0,900508.0,826074.0,2856.0,2820.0,3170.0,3260.0,3117.0,2632.0,2793.0,2875.0,2872.0,3176.0,2926.0,2674.0,2688.0,2767.0,2451.0,2546.0,2333.0,2168.0,2492.0,2784.0,2575.0,2960.0,2854.0,2649.0,,Bay 50 St_847843.0
106,bk039,Bay Pkwy,Bay Pkwy,D,D ,1.0,36047.0,40.601875,-73.993728,2145203.0,2241011.0,2088844.0,2107643.0,2018400.0,2038864.0,2298420.0,2362284.0,2368617.0,2578524.0,2502105.0,2435949.0,6674.0,6979.0,6673.0,6753.0,6594.0,6726.0,7111.0,7322.0,7501.0,8069.0,7837.0,7719.0,8190.0,8373.0,7071.0,7037.0,6154.0,6444.0,8927.0,9097.0,8350.0,9471.0,9306.0,8575.0,,Bay Pkwy_2298420.0
107,bk040,Bay Pkwy,Bay Pkwy,F,F ,1.0,36047.0,40.620769,-73.975264,448356.0,441249.0,417087.0,427277.0,434564.0,464906.0,487308.0,478322.0,460536.0,406793.0,214153.0,188225.0,1427.0,1414.0,1336.0,1386.0,1398.0,1526.0,1575.0,1516.0,1491.0,1329.0,729.0,623.0,1565.0,1462.0,1405.0,1369.0,1465.0,1518.0,1578.0,1690.0,1476.0,1232.0,522.0,536.0,x,Bay Pkwy_487308.0
108,bk041,Bay Pkwy,Bay Pkwy,N,N ,1.0,36047.0,40.611815,-73.981848,1725387.0,1940220.0,2090204.0,2107881.0,2160569.0,2221968.0,2243082.0,2342792.0,2298369.0,3435240.0,2950253.0,2266916.0,5623.0,6180.0,6494.0,6497.0,6703.0,6892.0,6990.0,7301.0,7164.0,10955.0,9328.0,7261.0,5340.0,6562.0,7974.0,8315.0,8443.0,9107.0,8457.0,8808.0,8609.0,11631.0,10537.0,7605.0,,Bay Pkwy_2243082.0
109,bk042,Bay Ridge Av,Bay Ridge Av,R,R ,1.0,36047.0,40.634967,-74.023377,2438750.0,2549155.0,2505035.0,2483394.0,2538150.0,2522369.0,2525470.0,2597559.0,2623309.0,2622438.0,1282256.0,2228497.0,7830.0,8215.0,8092.0,8119.0,8240.0,8206.0,8079.0,8283.0,8379.0,8415.0,4173.0,7236.0,8200.0,8246.0,8154.0,7615.0,8183.0,8618.0,8590.0,8967.0,9001.0,8719.0,4005.0,7072.0,,Bay Ridge Av_2525470.0
110,bk043,Bay Ridge-95 St,Bay Ridge-95 St,R,R ,1.0,36047.0,40.616622,-74.030876,1679876.0,1732989.0,1700946.0,1719577.0,1769432.0,1809829.0,1830193.0,1858200.0,1865038.0,1853049.0,1755379.0,1739178.0,5535.0,5722.0,5617.0,5715.0,5848.0,5996.0,5974.0,6051.0,6101.0,6090.0,5969.0,5812.0,4994.0,4969.0,4963.0,4852.0,5227.0,5700.0,5692.0,5837.0,5730.0,5510.0,4361.0,4754.0,,Bay Ridge-95 St_1830193.0
111,bk044,Bedford Av,Bedford Av,L,L ,1.0,36047.0,40.717304,-73.956872,5766688.0,6504331.0,6761478.0,7418203.0,7738863.0,8342397.0,9214395.0,9892516.0,9388289.0,9688560.0,9644831.0,9053980.0,16857.0,18887.0,19550.0,21149.0,22520.0,23825.0,25755.0,27224.0,27132.0,27486.0,27783.0,26603.0,27252.0,30960.0,32958.0,38038.0,37721.0,43891.0,49553.0,54863.0,45740.0,49479.0,48007.0,42024.0,,Bedford Av_9214395.0
112,bk045,Bedford-Nostrand Avs,Bedford-Nostrand Avs,G,G ,1.0,36047.0,40.689627,-73.953522,1660873.0,1820311.0,1876400.0,1895163.0,2012606.0,2138852.0,2348998.0,2513681.0,2634066.0,2697942.0,2779124.0,2774993.0,5312.0,5832.0,5928.0,6040.0,6348.0,6755.0,7300.0,7778.0,8197.0,8487.0,8741.0,8821.0,5669.0,6033.0,6726.0,6597.0,7397.0,8239.0,9008.0,9798.0,10057.0,9815.0,10274.0,9742.0,,Bedford-Nostrand Avs_2348998.0
113,bk046,Bergen St,Bergen St,2 3,2 3,1.0,36047.0,40.680829,-73.975098,1207019.0,1236037.0,1238795.0,1265510.0,1326721.0,1397036.0,1296199.0,1236513.0,1210571.0,1231084.0,1180684.0,1140677.0,3946.0,4033.0,4015.0,4127.0,4344.0,4472.0,4070.0,3923.0,3823.0,3884.0,3853.0,3653.0,3726.0,3772.0,3982.0,3964.0,4154.0,5126.0,4825.0,4381.0,4384.0,4433.0,3729.0,3906.0,,Bergen St_1296199.0
114,bk047,Bergen St,Bergen St,F G,F G,1.0,36047.0,40.686145,-73.990862,3126241.0,3169916.0,3228987.0,3296466.0,3452452.0,3529174.0,3650848.0,3711317.0,3708300.0,3599389.0,3525144.0,3478946.0,9896.0,10038.0,10154.0,10578.0,11048.0,11370.0,11562.0,11570.0,11548.0,11529.0,11306.0,11174.0,11180.0,11141.0,11862.0,11129.0,11969.0,12573.0,13031.0,14118.0,14243.0,12161.0,12047.0,11737.0,,Bergen St_3650848.0
115,bk048,Beverley Rd,Beverley Rd,Q,Q ,1.0,36047.0,40.644031,-73.964492,900828.0,917474.0,889066.0,1070872.0,1095502.0,950243.0,737652.0,838970.0,899663.0,953903.0,1038252.0,1060568.0,2829.0,2875.0,2933.0,3436.0,3567.0,3096.0,2340.0,2690.0,2894.0,3059.0,3267.0,3350.0,3298.0,3330.0,2552.0,3584.0,3453.0,3198.0,2561.0,2787.0,2967.0,3183.0,3811.0,3801.0,x,Beverley Rd_737652.0
116,bk049,Beverly Rd,Beverly Rd,2 5,2 5,1.0,36047.0,40.645098,-73.948959,1244565.0,1271764.0,1219695.0,1231592.0,1276466.0,1274789.0,1364573.0,1360719.0,1392643.0,1379958.0,1348244.0,1307405.0,4044.0,4121.0,3975.0,3972.0,4146.0,4199.0,4375.0,4447.0,4457.0,4464.0,4384.0,4255.0,3894.0,3959.0,3739.0,3976.0,4047.0,4061.0,4569.0,4176.0,4699.0,4376.0,4268.0,4081.0,,Beverly Rd_1364573.0
117,bk050,Brighton Beach,Brighton Beach,B Q,B Q,1.0,36047.0,40.577621,-73.961376,3895150.0,4125373.0,3997205.0,3995043.0,3842789.0,3781554.0,3810743.0,3872092.0,4014831.0,4044514.0,3957811.0,3778194.0,12312.0,13064.0,12848.0,12770.0,12421.0,12376.0,12185.0,12498.0,12794.0,13035.0,12587.0,12065.0,13933.0,14309.0,13107.0,13301.0,12484.0,12461.0,12912.0,12524.0,13763.0,13137.0,13830.0,12828.0,,Brighton Beach_3810743.0
