tot2013,tot2014,tot2015,tot2016,tot2017,tot2018,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwkdy18,complex_nm,trains,avwken13,avwken14,avwken15,avwken16,avwken17,avwken18
432557.0,450480.0,452936.0,462143.0,435855.0,411331,1431.0,1444.0,1456.0,1501.0,1501,1457,Cypress Hills,J,1236.0,1517.0,1503.0,1447.0,973,725
5223608.0,5288037.0,5373388.0,5640329.0,6551184.0,6776248,17318.0,17350.0,17889.0,18774.0,21230,22069,DeKalb Av,B Q R,15046.0,16016.0,15096.0,15729.0,21434,21357
3712102.0,3924836.0,3938538.0,4017076.0,4171610.0,4000252,11617.0,11943.0,12158.0,12307.0,13050,12638,DeKalb Av,L,13823.0,16197.0,15430.0,16098.0,15805,14323
1455737.0,1437835.0,1033946.0,1055185.0,1137998.0,1149528,4676.0,4622.0,3386.0,3524.0,3849,3904,Ditmas Av,F,4813.0,4728.0,3113.0,2789.0,2851,2765
1161688.0,1197125.0,1187844.0,1201578.0,1201452.0,1139556,3818.0,3911.0,4002.0,4070.0,3999,3798,East 105 St,L,3466.0,3679.0,3041.0,2961.0,3393,3151
1674856.0,1665524.0,1676659.0,1585048.0,1530635.0,1544013,4938.0,4889.0,4915.0,4719.0,4592,4637,Eastern Pkwy-Brooklyn Museum,2 3,7794.0,7835.0,7943.0,7107.0,6810,6813
3323235.0,3315007.0,3509500.0,3458027.0,3415739.0,3174827,10418.0,10652.0,11014.0,10870.0,10751,10191,Euclid Av,A C,12329.0,11016.0,12954.0,12563.0,12594,10629
6562226.0,6447908.0,6487608.0,6321530.0,6107780.0,5822873,21941.0,21865.0,21666.0,21268.0,20691,19763,Flatbush Av-Brooklyn College,2 5,17982.0,16274.0,17805.0,16443.0,15653,14507
728668.0,808421.0,866803.0,877269.0,849840.0,874498,2373.0,2627.0,2819.0,2857.0,2866,2949,Flushing Av,G,2256.0,2529.0,2716.0,2700.0,2182,2224
2869903.0,2847691.0,2991074.0,2894033.0,2764583.0,2537390,9165.0,9258.0,9483.0,9347.0,8952,8336,Flushing Av,J M,9788.0,9012.0,10573.0,9328.0,8914,7584
1240644.0,1317172.0,1297755.0,1349733.0,1273516.0,1191580,3984.0,4248.0,4260.0,4420.0,4162,3936,Fort Hamilton Pkwy,D,4101.0,4258.0,3832.0,4002.0,3884,3405
1688093.0,1729381.0,1792239.0,1845401.0,1786458.0,1765887,5531.0,5650.0,5783.0,6044.0,5893,5807,Fort Hamilton Pkwy,F G,5153.0,5345.0,5908.0,5608.0,5347,5318
2200487.0,2278120.0,2164028.0,554051.0,988664.0,969878,7034.0,7244.0,6964.0,1771.0,3196,3232,Fort Hamilton Pkwy,N,7454.0,7885.0,7072.0,1809.0,3201,2656
5125782.0,5377967.0,5100038.0,5010984.0,4762184.0,4604219,15775.0,15787.0,15866.0,15834.0,15269,14581,Franklin Av /Botanic Garden,2 3 4 5 S,20269.0,24479.0,19326.0,17730.0,16077,16339
2049246.0,2125076.0,2137752.0,2056281.0,2058258.0,2051171,6227.0,6492.0,6468.0,6289.0,6333,6358,Franklin Av,C S,8478.0,8633.0,8996.0,8274.0,8229,7939
1394890.0,1485669.0,1643353.0,1639930.0,1698778.0,1745439,4266.0,4502.0,4954.0,5096.0,5364,5462,Fulton St,G,5702.0,6274.0,7089.0,6288.0,6198,6539
1895878.0,1984486.0,2100864.0,2117787.0,2262915.0,2234908,5999.0,6277.0,6521.0,6602.0,7110,7255,Gates Av,J Z,6685.0,7100.0,8053.0,7937.0,8358,7075
3179579.0,3402514.0,3293413.0,3324292.0,3299951.0,3093428,10136.0,10643.0,10504.0,10483.0,10536,9959,Graham Av,L,11089.0,12774.0,11396.0,11996.0,11572,10247
2556750.0,2505721.0,2433907.0,2425948.0,2265097.0,2228173,8066.0,7971.0,7731.0,7735.0,7452,7188,Grand Army Plaza,2 3,9159.0,8638.0,8420.0,8216.0,6746,7283
2260023.0,2414872.0,2242757.0,2174128.0,2256349.0,2126443,7444.0,7824.0,7307.0,6977.0,7317,6964,Grand St,L,6672.0,7787.0,7030.0,7256.0,7369,6486
1958503.0,2041848.0,2084651.0,2170567.0,1950109.0,1842974,6270.0,6475.0,6696.0,7044.0,6318,5896,Grant Av,A,6593.0,7169.0,6901.0,6795.0,6290,6255
2543568.0,2428027.0,2902723.0,2951454.0,2934770.0,2859047,8461.0,7819.0,9191.0,9413.0,9648,9509,Greenpoint Av,G,7076.0,8050.0,10364.0,10109.0,8807,7954
1845755.0,1968526.0,2083683.0,2101350.0,2131177.0,2059030,5805.0,6174.0,6410.0,6490.0,6616,6579,Halsey St,J,6683.0,7284.0,8262.0,8150.0,8226,7019
2317512.0,2492974.0,2465693.0,2629576.0,2776078.0,2625255,7308.0,7720.0,7932.0,8426.0,8781,8386,Halsey St,L,8382.0,9661.0,8087.0,8731.0,10054,8954
927212.0,903641.0,981379.0,913179.0,894671.0,893262,2859.0,2859.0,2992.0,2866.0,2861,2782,Hewes St,J M,3627.0,3222.0,4042.0,3291.0,3048,3399
2441136.0,2687244.0,2656705.0,2536059.0,2983672.0,3463611,7543.0,8174.0,8479.0,8701.0,9215,10281,High St,A C,9518.0,11042.0,8840.0,5437.0,11529,15473
2033085.0,2181465.0,2249892.0,2356001.0,2137478.0,1982208,6657.0,7138.0,7342.0,7615.0,7637,6938,Hoyt St,2 3,6272.0,6708.0,7043.0,7619.0,3666,4054
2971379.0,2961316.0,3038302.0,3082398.0,3264293.0,3370038,9604.0,9672.0,9818.0,9894.0,10319,10540,Hoyt-Schermerhorn Sts,A C G,9754.0,9182.0,9961.0,10339.0,11877,12707
11793956.0,12197352.0,12765132.0,13091255.0,13007176.0,12504027,40183.0,41405.0,43456.0,44267.0,43833,42274,Jay St-MetroTech,A C F R,29107.0,30650.0,31485.0,33452.0,34871,32427
2136772.0,2425983.0,2514292.0,2563505.0,2566772.0,2515861,6612.0,7230.0,7565.0,7639.0,7807,7674,Jefferson St,L,8282.0,10724.0,10807.0,11286.0,10753,10271
690625.0,727369.0,928235.0,681935.0,298119.0,620548,2206.0,2361.0,3043.0,2230.0,970,2080,Junius St,3,2337.0,2293.0,2747.0,2053.0,934,1644
5697467.0,5693562.0,5905481.0,6014920.0,6040256.0,5895421,18799.0,19010.0,19500.0,20094.0,19975,19569,Kings Hwy,B Q,16687.0,15539.0,17206.0,16302.0,17673,16697
1134042.0,1137784.0,1202640.0,1398753.0,1531332.0,1356085,3655.0,3616.0,3726.0,4637.0,5186,4567,Kings Hwy,F,3706.0,3967.0,4694.0,3903.0,3844,3487
1630749.0,1687226.0,1710115.0,475763.0,910558.0,1032541,5154.0,5344.0,5482.0,1489.0,2891,3328,Kings Hwy,N,5818.0,5945.0,5696.0,1712.0,3205,3384
1545567.0,1564089.0,1573003.0,1560437.0,1474988.0,1443692,4949.0,5017.0,4999.0,4977.0,4703,4623,Kingston Av,3,5126.0,5189.0,5430.0,5219.0,5057,4831
1834623.0,1887628.0,1992480.0,2031710.0,2085536.0,2099891,5678.0,5968.0,6210.0,6350.0,6564,6585,Kingston-Throop Avs,C,7120.0,6701.0,7536.0,7544.0,7644,7775
1018286.0,1147331.0,1288025.0,1288438.0,593366.0,772085,3429.0,3806.0,4104.0,4228.0,2077,2446,Knickerbocker Av,M,2598.0,3274.0,4468.0,3846.0,1121,2764
1515244.0,1521002.0,1593719.0,1661644.0,1979192.0,1908610,4751.0,4761.0,4927.0,5118.0,6143,6144,Kosciuszko St,J,5546.0,5663.0,6200.0,6517.0,7671,6276
1638947.0,1617464.0,1631737.0,1639947.0,1621121.0,1631673,4825.0,4857.0,4849.0,4888.0,4843,4889,Lafayette Av,C,7577.0,7002.0,7329.0,7245.0,7201,7153
810031.0,807678.0,858554.0,920826.0,886011.0,839241,2658.0,2639.0,2780.0,3020.0,2933,2754,Liberty Av,C,2449.0,2488.0,2773.0,2765.0,2588,2540
934287.0,987560.0,1001522.0,1045593.0,1019591.0,994378,2959.0,3078.0,3269.0,3418.0,3264,3209,Livonia Av,L,3288.0,3715.0,3039.0,3126.0,3461,3228
1523986.0,1500980.0,1614154.0,1595826.0,1619602.0,1495068,4796.0,4836.0,5070.0,5138.0,5161,4837,Lorimer St,J M,5503.0,4933.0,5920.0,5194.0,5583,4795
5040719.0,5090344.0,5238736.0,5156893.0,5010601.0,4821359,14004.0,14573.0,15131.0,15082.0,14752,14299,Lorimer St /Metropolitan Av,G L,27339.0,25444.0,25640.0,24167.0,23285,21801
3681903.0,3953628.0,4204877.0,4272443.0,4199041.0,4171666,11775.0,12547.0,13276.0,13815.0,13377,13315,Marcy Av,J M Z,12353.0,13774.0,15165.0,13808.0,14486,14365
2178772.0,2335128.0,2334271.0,2338095.0,2306046.0,2239760,6731.0,6961.0,7025.0,7007.0,7021,6884,Montrose Av,L,8525.0,10343.0,10039.0,10119.0,9644,8943
2373595.0,2513823.0,2453723.0,2614617.0,2594607.0,2465927,7126.0,7298.0,7221.0,7592.0,7769,7510,Morgan Av,L,10289.0,12074.0,11294.0,12480.0,11465,10167
3562631.0,3523740.0,3687468.0,3764562.0,4213096.0,3789470,10876.0,11048.0,11424.0,11801.0,13222,12122,Myrtle Av,J M Z,14546.0,13088.0,14285.0,13814.0,15648,12912
1578243.0,1722392.0,1875988.0,1887369.0,1765653.0,1768122,4916.0,5330.0,5783.0,5889.0,5743,5736,Myrtle-Willoughby Avs,G,5968.0,6669.0,7382.0,7043.0,5547,5594
5982615.0,6381800.0,6464630.0,6531453.0,7302376.0,6893183,18167.0,19203.0,19490.0,19673.0,22434,21241,Myrtle-Wyckoff Avs,L M,24951.0,27345.0,27639.0,27784.0,29498,27320
2653526.0,2760220.0,2916005.0,2851899.0,2765172.0,2880235,8435.0,8765.0,9066.0,9150.0,9105,9312,Nassau Av,G,9304.0,9747.0,11249.0,9560.0,8243,9386
1218313.0,1232947.0,1305776.0,1336596.0,1379473.0,1366989,3941.0,4033.0,4207.0,4354.0,4441,4405,Neck Rd,Q,3922.0,3758.0,4290.0,4119.0,4594,4492
523554.0,512828.0,531011.0,513566.0,478754.0,433083,1749.0,1698.0,1807.0,1742.0,1658,1516,Neptune Av,F,1434.0,1485.0,1282.0,1254.0,1039,843
3477861.0,3580156.0,3310625.0,3220745.0,3271270.0,3215723,11468.0,11752.0,10896.0,10716.0,10699,10426,Nevins St,2 3 4 5,10342.0,10877.0,9902.0,8999.0,10231,10364
1975478.0,2038532.0,2155220.0,2065205.0,1810576.0,1644379,6349.0,6626.0,7133.0,6855.0,6087,5573,New Lots Av,3,6510.0,6407.0,6055.0,5686.0,4803,4085
1499902.0,1583983.0,1595607.0,1645273.0,1638839.0,1499170,4785.0,5005.0,5244.0,5431.0,5290,4869,New Lots Av,L,5145.0,5651.0,4697.0,4706.0,5387,4739
1654945.0,1716638.0,1857740.0,1784812.0,1651274.0,1503742,5159.0,5270.0,5551.0,5602.0,5217,4673,New Utrecht Av /62 St,D N,6243.0,6881.0,8226.0,6504.0,5972,5748
2393978.0,2431300.0,2476287.0,2395551.0,2315386.0,2221270,7757.0,8015.0,8035.0,7840.0,7600,7312,Newkirk Av,2 5,7661.0,7145.0,7853.0,7192.0,7008,6555
3380559.0,3302958.0,3432907.0,3315748.0,3356199.0,3258207,10788.0,10707.0,10864.0,10842.0,10728,10534,Newkirk Plaza,B Q,11613.0,10490.0,12210.0,10122.0,11558,10554
1095573.0,1145643.0,1159274.0,1146658.0,1065073.0,966728,3492.0,3603.0,3639.0,3613.0,3437,3190,Norwood Av,J Z,3754.0,4167.0,4249.0,4099.0,3482,2835
1327377.0,1358826.0,1386067.0,1358853.0,1295175.0,1250715,4151.0,4268.0,4306.0,4239.0,4066,3907,Nostrand Av,3,4942.0,4925.0,5241.0,5032.0,4770,4656
5510841.0,5439806.0,5762163.0,5861658.0,5823419.0,5609408,16843.0,17062.0,17790.0,18231.0,18035,17437,Nostrand Av,A C,22420.0,19979.0,22586.0,22197.0,22803,21559
990091.0,969271.0,1022215.0,1016458.0,1022378.0,1018695,3141.0,3124.0,3203.0,3211.0,3251,3199,Ocean Pkwy,Q,3465.0,3167.0,3751.0,3597.0,3548,3712
646934.0,608731.0,602858.0,576122.0,575188.0,537340,2077.0,1968.0,1922.0,1850.0,1818,1725,Park Pl,S,2148.0,1958.0,2072.0,1903.0,2068,1793
1381093.0,1617878.0,1692567.0,1783716.0,1953704.0,1979647,4240.0,4969.0,5266.0,5524.0,5898,6050,Parkside Av,Q,5426.0,6381.0,6387.0,6844.0,8295,8010
1752108.0,1746438.0,2111790.0,753493.0,1054654.0,1279685,5675.0,5718.0,6997.0,2485.0,3503,4331,Pennsylvania Av,3,5577.0,5303.0,5902.0,2206.0,3027,3211
1216019.0,1221048.0,1243976.0,1226582.0,1227134.0,1197019,3969.0,4092.0,4120.0,4114.0,4113,4019,President St,2 5,3745.0,3255.0,3520.0,3204.0,3296,3132
1826064.0,1827271.0,1785990.0,1758711.0,961733.0,1638002,5934.0,5943.0,5896.0,5842.0,3199,5523,Prospect Av,R,5806.0,5792.0,5240.0,4944.0,2690,4281
3190679.0,3312727.0,3327301.0,3272810.0,3421790.0,3289464,9761.0,9715.0,10033.0,9995.0,10234,10059,Prospect Park,B Q S,12864.0,15404.0,14105.0,13301.0,15104,13368
1719602.0,1787157.0,1867793.0,1863036.0,1894817.0,1850375,5381.0,5570.0,5796.0,5801.0,5936,5768,Ralph Av,C,6391.0,6719.0,7162.0,6984.0,7063,7005
1753354.0,1763824.0,526505.0,1534978.0,1685468.0,1412271,5632.0,5735.0,1690.0,5122.0,5642,4747,Rockaway Av,3,5802.0,5536.0,1777.0,4078.0,4590,3694
1615457.0,1641268.0,1721297.0,1786802.0,1794365.0,1790683,5137.0,5223.0,5443.0,5678.0,5715,5667,Rockaway Av,C,5616.0,5680.0,6136.0,6188.0,6268,6390
1777399.0,1791700.0,2442282.0,1208956.0,1702107.0,1535733,5807.0,5933.0,8148.0,4006.0,5777,5246,Saratoga Av,3,5451.0,5137.0,6568.0,3373.0,4288,3642
4205275.0,4201776.0,4296566.0,4322837.0,4297325.0,4183545,14010.0,14118.0,14304.0,14477.0,14311,13946,Sheepshead Bay,B Q,11712.0,11092.0,11984.0,11562.0,12146,11595
988620.0,1027404.0,1059106.0,1059144.0,1038180.0,990387,3149.0,3263.0,3370.0,3393.0,3337,3182,Shepherd Av,C,3408.0,3586.0,3669.0,3529.0,3486,3303
926087.0,1539209.0,1636221.0,1533167.0,1484326.0,1466151,2854.0,4762.0,5084.0,4861.0,4714,4689,Smith-9 Sts,F G,3664.0,6001.0,6299.0,5391.0,5289,5023
1866122.0,1785975.0,1822524.0,1805238.0,1787994.0,1753125,5915.0,5783.0,5802.0,5806.0,5795,5684,Sterling St,2 5,6567.0,5705.0,6267.0,5869.0,5750,5574
1449524.0,1499122.0,1453567.0,1435112.0,1394283.0,1246958,4555.0,4675.0,4727.0,4688.0,4471,4029,Sutter Av,L,5279.0,5625.0,4488.0,4318.0,4701,4028
2419794.0,2467381.0,2420464.0,2035027.0,1049559.0,1968448,7831.0,8084.0,8031.0,6785.0,3449,6657,Sutter Av-Rutland Rd,3,7764.0,7490.0,6748.0,5547.0,3157,4977
2058555.0,2065047.0,2073096.0,2024863.0,1935724.0,2090848,6528.0,6415.0,6599.0,6512.0,6395,6835,Union St,R,7321.0,7992.0,7252.0,6713.0,5744,6500
4726582.0,4878678.0,5060099.0,5152649.0,5271782.0,5195786,14673.0,15117.0,15674.0,16060.0,16408,16121,Utica Av,A C,18127.0,18822.0,19583.0,19318.0,20225,20086
1060055.0,1048755.0,304082.0,1250237.0,1078048.0,854150,3431.0,3438.0,989.0,4194.0,3660,2904,Van Siclen Av,3,3388.0,3159.0,967.0,3205.0,2681,2087
941172.0,967947.0,1019100.0,1017779.0,1026358.0,955230,2974.0,3050.0,3202.0,3224.0,3259,3021,Van Siclen Av,C,3351.0,3488.0,3718.0,3563.0,3618,3406
913115.0,943663.0,966461.0,983370.0,910042.0,818735,2883.0,2940.0,3004.0,3067.0,2900,2678,Van Siclen Av,J Z,3265.0,3562.0,3681.0,3663.0,3145,2511
702810.0,741345.0,789416.0,795636.0,789104.0,818685,2069.0,2262.0,2397.0,2421.0,2404,2469,West 8 St-New York Aquarium,F Q,3077.0,2967.0,3138.0,3175.0,3146,3382
1243700.0,1393045.0,1407098.0,1219239.0,1471094.0,1420065,3865.0,4248.0,4437.0,3812.0,4564,4468,Wilson Av,L,4745.0,5689.0,5011.0,4496.0,5735,5153
2275444.0,2263671.0,2241716.0,2146809.0,2148162.0,2140028,7639.0,7720.0,7541.0,7272.0,7317,7262,Winthrop St,2 5,6064.0,5481.0,5868.0,5327.0,5306,5329
2666502.0,2760385.0,2900416.0,3286640.0,3172717.0,3256154,8629.0,8973.0,9328.0,10246.0,10373,11032,York St,F,8672.0,8783.0,9691.0,12521.0,9945,8199
7735905.0,8111070.0,7702110.0,7660896.0,7071729.0,6743140,23467.0,24286.0,23789.0,23195.0,21823,20998,1 Av,L,32724.0,35580.0,30185.0,32170.0,28252,25688
4427199.0,4199559.0,4258632.0,4290142.0,4114291.0,4072703,13500.0,13318.0,13309.0,13246.0,12818,12569,103 St,1,18130.0,14644.0,15829.0,16603.0,15650,16156
5038138.0,5198601.0,4031201.0,4336922.0,4402069.0,4065523,16189.0,16641.0,13057.0,13994.0,14337,13285,103 St,6,16793.0,17608.0,13014.0,13963.0,13920,12523
1528633.0,1555514.0,1521132.0,1481660.0,1470838.0,1630405,4760.0,4832.0,4800.0,4776.0,4674,5444,103 St,B C,5799.0,5947.0,5458.0,4817.0,5191,4438
3841826.0,3955522.0,4209449.0,4196711.0,3734660.0,3394176,12162.0,12452.0,13409.0,13341.0,11932,10851,110 St,6,13682.0,14381.0,14497.0,14600.0,12893,11584
3715803.0,3845140.0,3948545.0,3874037.0,3729434.0,3446526,11508.0,11787.0,12196.0,12090.0,11553,10707,116 St,2 3,14410.0,15500.0,15487.0,14435.0,14583,13266
5347692.0,5370343.0,5324072.0,5336694.0,5066069.0,4683148,16675.0,16674.0,16702.0,16707.0,15899,14715,116 St,6,20263.0,20611.0,19593.0,19733.0,18846,17222
2122084.0,2234662.0,2246138.0,2276196.0,2253473.0,2262578,6594.0,7005.0,7215.0,7417.0,7232,7613,116 St,B C,8172.0,8287.0,7514.0,7077.0,7673,5946
5044561.0,4917691.0,4846181.0,4797152.0,4586341.0,4528136,16363.0,16460.0,16132.0,15861.0,15263,15079,116 St-Columbia University,1,16166.0,13256.0,13547.0,13853.0,13115,12956
2649847.0,2578729.0,2555321.0,2524125.0,2438960.0,2457157,7995.0,8077.0,7991.0,7794.0,7584,7679,125 St,1,11257.0,9469.0,9482.0,9797.0,9379,9312
4917465.0,5103216.0,5121518.0,4989981.0,5054479.0,4727671,15351.0,15744.0,15986.0,15719.0,15692,14746,125 St,2 3,18547.0,20142.0,19311.0,17940.0,19660,17929
9290210.0,9574765.0,9586567.0,9431163.0,9088393.0,8630430,29425.0,30168.0,30277.0,30024.0,29065,27605,125 St,4 5 6,33091.0,34840.0,34541.0,32501.0,31307,29461
8932680.0,9342667.0,9558837.0,9603878.0,9335382.0,9037343,27395.0,28428.0,29062.0,29423.0,28680,27677,125 St,A B C D,35998.0,38766.0,39729.0,38587.0,37694,36704
4672352.0,4932623.0,4949583.0,4867017.0,4768474.0,4506259,14690.0,15335.0,15598.0,15446.0,15023,14343,135 St,2 3,17070.0,18837.0,17916.0,16887.0,17462,15693
1722204.0,1731602.0,1693561.0,1731460.0,1743984.0,1622552,5592.0,5620.0,5575.0,5785.0,5770,5490,135 St,B C,5516.0,5529.0,5036.0,4743.0,5127,4123
4825267.0,4542044.0,4646578.0,4564432.0,4440108.0,4260166,14947.0,14768.0,14798.0,14460.0,14049,13371,137 St-City College,1,18805.0,14213.0,16107.0,16055.0,15844,15939
13903211.0,14340856.0,14763727.0,14572075.0,14153266.0,14324670,42718.0,43953.0,45253.0,44680.0,43434,44031,14 St /8 Av,A C E L,55956.0,58298.0,59900.0,58605.0,57625,57748
15844699.0,16215866.0,16121318.0,16118952.0,15187056.0,15002214,49316.0,49990.0,50335.0,50692.0,48565,48508,14 St /6 Av,1 2 3 F L M,60933.0,64712.0,61431.0,59127.0,52840,49334
35309414.0,35677468.0,35320623.0,34289822.0,34557551.0,33124407,108158.0,109472.0,108440.0,106718.0,107141,103572,14 St-Union Sq,4 5 6 L N Q R W,144163.0,144539.0,143123.0,130777.0,135996,125348
3274106.0,3364151.0,3338110.0,3328994.0,3208921.0,3062446,9931.0,10099.0,10112.0,10039.0,9863,9433,145 St,1,13589.0,14487.0,13951.0,14015.0,12936,12216
1073259.0,1114674.0,1137484.0,1086105.0,1093045.0,635413,3426.0,3631.0,3664.0,3590.0,3540,2105,145 St,3,3685.0,3495.0,3738.0,3133.0,3561,1837
7432177.0,7778992.0,7923696.0,7949593.0,7714122.0,7434662,22879.0,23805.0,24307.0,24604.0,23932,23047,145 St,A B C D,29522.0,31573.0,31882.0,30729.0,29988,28847
1281168.0,1299098.0,1306282.0,1308981.0,1212240.0,1115948,3948.0,4022.0,4038.0,4052.0,3804,3595,155 St,B D,5014.0,4998.0,5059.0,4996.0,4448,3649
822333.0,852716.0,842826.0,881431.0,887427.0,1001262,2529.0,2586.0,2596.0,2733.0,2715,3168,155 St,C,3277.0,3563.0,3326.0,3368.0,3609,3546
3458058.0,3481873.0,3516545.0,3542519.0,3488053.0,3514522,10677.0,10822.0,10918.0,10928.0,10802,11036,157 St,1,13471.0,13190.0,13403.0,13735.0,13683,12999
1317493.0,1390615.0,1395260.0,1450668.0,1437340.0,548092,4080.0,4271.0,4340.0,4513.0,4436,1711,163 St-Amsterdam Av,C,5100.0,5553.0,5302.0,5471.0,5669,2016
7884456.0,8090476.0,8009233.0,8217661.0,7945871.0,8150537,25041.0,25659.0,25845.0,25879.0,25589,26138,168 St,1 A C,27877.0,28757.0,26334.0,29950.0,26637,27468
4154792.0,4187473.0,4197373.0,4049645.0,4112450.0,3879652,13309.0,13460.0,13224.0,13377.0,13217,12580,175 St,A,13982.0,13877.0,15221.0,11504.0,13754,12478
2585522.0,2622558.0,2676304.0,2687128.0,2594336.0,2683235,8505.0,8638.0,8800.0,8903.0,8680,8860,18 St,1,7818.0,7883.0,8145.0,7759.0,7274,7993
3608658.0,3751020.0,3779275.0,3772385.0,3742446.0,3605435,11228.0,11673.0,11850.0,11578.0,11693,11342,181 St,1,13652.0,14173.0,13860.0,14919.0,14196,13206
3309493.0,3456161.0,3628174.0,3459170.0,3453621.0,3368097,10404.0,10861.0,11237.0,11294.0,10981,10760,181 St,A,12103.0,12667.0,14129.0,10509.0,12101,11606
1472564.0,1458911.0,1530460.0,1460194.0,1494996.0,1423142,4546.0,4549.0,4683.0,4748.0,4719,4574,190 St,A,5798.0,5531.0,6230.0,4546.0,5410,4762
2598961.0,2700904.0,2713440.0,2730419.0,2657964.0,2526932,8258.0,8580.0,8619.0,8545.0,8419,8032,191 St,1,9028.0,9380.0,9434.0,10023.0,9547,8866
5999079.0,5772265.0,5847710.0,5772537.0,5372036.0,5034358,17801.0,17183.0,17355.0,17059.0,16675,15995,2 Av,F,27022.0,25696.0,26503.0,26234.0,20998,17746
1966949.0,2049587.0,2090297.0,2148169.0,2097830.0,2020214,6098.0,6336.0,6514.0,6562.0,6524,6349,207 St,1,7565.0,7954.0,7858.0,8673.0,8116,7442
638224.0,626312.0,615177.0,636441.0,617727.0,553050,2078.0,2057.0,2012.0,2001.0,1988,1787,215 St,1,2023.0,1893.0,1910.0,2342.0,2108,1822
4818903.0,4883773.0,4884678.0,4703374.0,4557216.0,4853909,15283.0,15542.0,15451.0,15062.0,14763,15470,23 St,1,17138.0,17167.0,17640.0,15941.0,14948,17044
9200337.0,9033835.0,8627481.0,8539378.0,8265227.0,9035498,31777.0,31212.0,29972.0,29452.0,28479,31597,23 St,6,20735.0,20246.0,18388.0,19249.0,19273,18454
7629811.0,7923005.0,7844508.0,7543246.0,7410618.0,7420152,24782.0,25620.0,25731.0,24569.0,24161,24397,23 St,C E,24391.0,25870.0,23887.0,23549.0,23444,22387
8446249.0,8678810.0,8942154.0,8989195.0,8636801.0,5099809,28749.0,29327.0,30652.0,31078.0,30758,18416,23 St,F M,20880.0,22545.0,21257.0,19973.0,15508,7665
6905704.0,7348879.0,7965410.0,8151328.0,7651650.0,8155834,22760.0,24060.0,25973.0,26693.0,25007,26381,23 St,R W,20605.0,22743.0,25157.0,24898.0,24108,26807
4548738.0,4666347.0,4665377.0,4544976.0,4348170.0,4444072,15149.0,15568.0,15620.0,15253.0,14740,14797,28 St,1,12732.0,13004.0,12742.0,12098.0,11152,12526
7076992.0,7107083.0,7214293.0,7161164.0,6836061.0,3525030,23696.0,23856.0,24470.0,24130.0,23081,12019,28 St,6,19269.0,19026.0,18121.0,18646.0,17989,8448
3520209.0,3796977.0,4083143.0,4205109.0,4065263.0,4445982,11607.0,12407.0,13271.0,13680.0,13256,14302,28 St,R W,10400.0,11795.0,13006.0,13195.0,12887,14910
2310062.0,2473561.0,2386533.0,2449392.0,2319152.0,2204834,6803.0,7193.0,7140.0,7179.0,6934,6749,3 Av,L,10761.0,11875.0,10481.0,11420.0,10336,8941
9756409.0,9798598.0,9701723.0,9577123.0,8916102.0,9530273,32783.0,32863.0,32809.0,32153.0,30040,32608,33 St,6,26004.0,26363.0,24782.0,25391.0,23708,22606
38213448.0,39285568.0,39541865.0,39000352.0,39672507.0,39111312,122517.0,125355.0,126776.0,125682.0,127664,126576,34 St-Herald Square,B D F M N Q R W,128250.0,134816.0,132961.0,126221.0,132429,126221
,,692165.0,2691851.0,3098699.0,3189867,,,2064.0,8507.0,10082,10789,34 St-Hudson Yards,7,,,3183.0,9618.0,9941,8135
27730331.0,28638643.0,28309160.0,27741367.0,26034238.0,25968950,90042.0,92693.0,92176.0,90524.0,85585,85180,34 St-Penn Station,1 2 3,87791.0,92317.0,88770.0,84702.0,78533,78700
25726374.0,26493571.0,26147434.0,25183869.0,24366500.0,24857456,83717.0,85634.0,84778.0,82584.0,78904,80346,34 St-Penn Station,A C E,80788.0,86057.0,83698.0,74992.0,78878,80930
15527439.0,15896805.0,16220605.0,16934142.0,16594289.0,16056128,53222.0,54289.0,55400.0,57793.0,57395,55872,42 St-Bryant Pk /5 Av,7 B D F M,36169.0,37872.0,38673.0,40137.0,37101,33521
17759382.0,18236646.0,18469446.0,18086203.0,17471620.0,17289384,61099.0,62693.0,63803.0,62283.0,61478,61027,47-50 Sts-Rockefeller Center,B D F M,39972.0,41198.0,40299.0,39633.0,33776,31634
8155010.0,8544694.0,8029988.0,8754627.0,8626669.0,8394862,25356.0,26546.0,25459.0,27077.0,26519,25911,49 St,N R W,31139.0,32745.0,28130.0,33634.0,34714,33001
7298061.0,7543062.0,7597212.0,7240517.0,7111270.0,7748504,25939.0,26761.0,26955.0,26566.0,25746,27612,5 Av-53 St,E M,12815.0,13416.0,13438.0,8340.0,10450,13355
5927685.0,6155019.0,6017047.0,5929715.0,5367130.0,5136918,18394.0,19245.0,18957.0,18637.0,16871,16638,5 Av-59 St,N R W,22737.0,22921.0,21633.0,21376.0,19704,16544
8074270.0,8450496.0,8266677.0,8157242.0,7751756.0,8088925,26192.0,27251.0,26927.0,26362.0,25932,26268,50 St,1,25883.0,27848.0,26084.0,26277.0,21338,26010
6259935.0,6867521.0,6826275.0,6778797.0,6694422.0,6441984,19406.0,20993.0,20828.0,20921.0,20502,19757,50 St,C E,24262.0,27942.0,27920.0,26306.0,27120,26053
4520733.0,4603639.0,4720245.0,4821309.0,4557372.0,2254820,15363.0,15506.0,15725.0,15768.0,15154,7638,57 St,F,11094.0,11907.0,13122.0,14693.0,13057,5640
